id,Bumps,Dirtiness,K_Scatch,Other_Faults,Pastry,Stains,Z_Scratch
19271,0.2181946,0.017110677,0.044131562,0.63178104,0.014907643,0.00833898,0.020051586
19272,0.25478154,0.068496674,0.029972691,0.2721963,0.29807684,0.009084154,0.015501266
19273,0.50087994,0.023543896,0.008225558,0.38712996,0.01068284,0.019976843,0.0085117025
19274,0.5120205,0.017142175,0.008633941,0.3733605,0.041919895,0.008685405,0.008933604
19275,0.4639021,0.014938723,0.033660486,0.36932483,0.03440732,0.010838423,0.01977638
19276,0.35343045,0.0993237,0.042675123,0.35617214,0.047105145,0.009944312,0.036630087
19277,0.26461786,0.012662473,0.0071696592,0.61332774,0.0073675024,0.007148521,0.029866187
19278,0.36139262,0.021482082,0.010432446,0.44457862,0.087516285,0.010031235,0.015526954
19279,0.17544748,0.0141758295,0.007218877,0.6574963,0.07755542,0.015392133,0.0070271487
19280,0.38152167,0.022152377,0.031452112,0.33858255,0.10447231,0.010535517,0.070886254
19281,0.005890674,0.004459405,0.9200169,0.044827286,0.004100405,0.004039873,0.004777734
19282,0.67359203,0.010108588,0.0066593424,0.20431946,0.06943216,0.0066237403,0.0069918684
19283,0.0306359,0.009075941,0.6638682,0.22232391,0.006569178,0.007532102,0.02831421
19284,0.24085623,0.12669556,0.057868227,0.4017602,0.04532555,0.011774245,0.026821855
19285,0.018726937,0.030737313,0.6348816,0.18935321,0.047501586,0.0069860094,0.010531335
19286,0.041539077,0.047614038,0.28714845,0.30235067,0.15793206,0.012968631,0.032429542
19287,0.37549096,0.056261696,0.018808275,0.29027843,0.09599023,0.010273725,0.011656542
19288,0.5943704,0.009067342,0.0076665757,0.32535115,0.015930163,0.00767493,0.010534086
19289,0.6295654,0.011450896,0.0071230605,0.26364124,0.049934484,0.008276511,0.007303156
19290,0.29144785,0.09239596,0.06447385,0.3849874,0.110238075,0.009623756,0.011406634
19291,0.0038056318,0.0037699707,0.9426546,0.02893613,0.0035006383,0.003453173,0.0041167587
19292,0.36506146,0.024466038,0.022497047,0.32994017,0.1709171,0.009421823,0.03237061
19293,0.15321442,0.01276218,0.0077774483,0.70270026,0.01731888,0.0070403977,0.058353093
19294,0.40373525,0.012501414,0.008667756,0.4216571,0.03373061,0.011105387,0.07104339
19295,0.55585027,0.01138859,0.007077071,0.35426345,0.0071587386,0.006993707,0.022116933
19296,0.6965445,0.009729633,0.007684067,0.21535835,0.015987305,0.0076552923,0.018468743
19297,0.14453562,0.015878549,0.012273979,0.64796215,0.08492836,0.007288653,0.010499319
19298,0.13657908,0.14240235,0.032558955,0.57185024,0.026232334,0.011413001,0.016191378
19299,0.13737354,0.026104368,0.023402978,0.58304423,0.10159772,0.010303091,0.048354734
19300,0.0041934703,0.0045535318,0.91206664,0.035787273,0.0046077063,0.00395388,0.004484751
19301,0.006694354,0.0039722356,0.91696215,0.04616211,0.0036668584,0.0036191351,0.0048163505
19302,0.011037563,0.013265535,0.0064994274,0.155318,0.009180271,0.7771286,0.006029228
19303,0.10793543,0.013166272,0.007418919,0.5433297,0.27399942,0.0076432377,0.0075995554
19304,0.0046108025,0.0050340164,0.88826025,0.072192974,0.0045569264,0.0044045807,0.0047011934
19305,0.0034816586,0.0035622257,0.94518185,0.028873658,0.0032968777,0.0032546944,0.0040161107
19306,0.024150759,0.0131759215,0.006892071,0.21638744,0.013617123,0.6839657,0.009567695
19307,0.3463918,0.022014081,0.009147714,0.53218645,0.017394347,0.008416081,0.0104274275
19308,0.28747374,0.014778106,0.23942314,0.33054572,0.012163177,0.009598105,0.06414541
19309,0.4238159,0.013777582,0.015774416,0.30804265,0.14123823,0.009211272,0.00999142
19310,0.26124045,0.030683098,0.082401484,0.44105273,0.021684762,0.06465297,0.030392656
19311,0.34216103,0.07420967,0.011569378,0.428192,0.016022727,0.010061748,0.040570606
19312,0.036702175,0.017509727,0.53824365,0.2894909,0.035738554,0.008660453,0.011847775
19313,0.30364642,0.011291288,0.045045707,0.5317356,0.009657096,0.008470516,0.025199965
19314,0.35606015,0.010033698,0.0081377,0.41799662,0.007799905,0.0076449024,0.14748524
19315,0.01289381,0.011959937,0.006226373,0.09892874,0.014958129,0.8165176,0.0060249767
19316,0.487251,0.029959362,0.032718655,0.2727602,0.10522012,0.009067892,0.022736283
19317,0.09784177,0.0089666,0.0068782056,0.7658006,0.014153969,0.03234612,0.0272229
19318,0.12388579,0.019291649,0.0074717267,0.27021447,0.008559688,0.5051823,0.019584576
19319,0.15932938,0.010849261,0.005925662,0.21317759,0.005564033,0.008818515,0.55469894
19320,0.004789847,0.0046616537,0.88196963,0.08406666,0.0042962492,0.004252312,0.004955906
19321,0.33967796,0.02922768,0.009689773,0.34315428,0.22741984,0.009433998,0.009874881
19322,0.45507407,0.014261177,0.009393949,0.44232708,0.022690227,0.009614423,0.010362091
19323,0.51852065,0.017305132,0.007216571,0.3817728,0.023692042,0.008833621,0.011278718
19324,0.33630294,0.012731357,0.007887307,0.22671777,0.3620324,0.007851468,0.008297339
19325,0.26725656,0.030950297,0.06034215,0.51622754,0.029697403,0.009622966,0.013574411
19326,0.20670566,0.0107179815,0.005778395,0.18558145,0.03277022,0.0057545993,0.5249491
19327,0.1993197,0.018314594,0.093874075,0.54720896,0.016963927,0.011520233,0.06558451
19328,0.18626122,0.04068264,0.23105608,0.38500732,0.013022651,0.013679396,0.04456133
19329,0.004966442,0.0044534546,0.91283417,0.05439514,0.004145733,0.004093796,0.0048288386
19330,0.39749157,0.028834738,0.02288369,0.38702387,0.0655772,0.009969392,0.03536214
19331,0.35322866,0.024172701,0.045398384,0.40537328,0.10703795,0.010198749,0.012148534
19332,0.18517761,0.019919818,0.014889665,0.49646762,0.1935822,0.008800372,0.012624345
19333,0.13937235,0.041708935,0.009292981,0.3627079,0.34764445,0.008992654,0.05790351
19334,0.15164979,0.011133164,0.0070602684,0.3258928,0.014965674,0.008261323,0.42820492
19335,0.06723319,0.007519184,0.0046103764,0.15129277,0.0065620188,0.004590642,0.73417956
19336,0.16935551,0.04391823,0.010332501,0.48328567,0.22022699,0.00983917,0.020416098
19337,0.28366834,0.016664477,0.009922342,0.34501326,0.26034388,0.009879875,0.039147977
19338,0.08073068,0.015479819,0.010287996,0.318719,0.27462342,0.008762081,0.17737463
19339,0.5318437,0.009118453,0.007884179,0.38093174,0.027935952,0.008171444,0.008182517
19340,0.5392974,0.011293913,0.0068602096,0.3763473,0.021153117,0.0079951165,0.0070406427
19341,0.0038599863,0.004350512,0.9308682,0.03513388,0.0037316256,0.003627128,0.004021889
19342,0.28770894,0.051822547,0.009607516,0.4646358,0.12253255,0.009225349,0.015135
19343,0.38802043,0.012538162,0.10313121,0.37805137,0.009719313,0.009048629,0.03521628
19344,0.26687175,0.02048607,0.043111864,0.3694258,0.15538214,0.011581271,0.04889567
19345,0.038567,0.0039562397,0.0036387946,0.12370108,0.0036296414,0.0035614176,0.80676013
19346,0.3033142,0.016359339,0.046327516,0.48933452,0.0103313895,0.009960335,0.062464528
19347,0.06799793,0.0063442574,0.005084451,0.11677596,0.01328952,0.0047722193,0.75787437
19348,0.3289323,0.0234242,0.0083232075,0.51843756,0.030096924,0.011743851,0.029975742
19349,0.18059224,0.025761465,0.13563024,0.4910036,0.08636197,0.015187383,0.012878773
19350,0.14787169,0.034195017,0.065812655,0.56153506,0.05058192,0.010463632,0.023774236
19351,0.5654537,0.0107928915,0.009160813,0.34471568,0.013569022,0.007927198,0.008597026
19352,0.09484188,0.016118499,0.008916621,0.49992365,0.3041372,0.007069032,0.0077167763
19353,0.35711783,0.01376636,0.009697302,0.31398976,0.123145066,0.009662053,0.13490014
19354,0.6115541,0.0143301245,0.008788391,0.28396603,0.019332469,0.008879075,0.018399587
19355,0.26860562,0.0096057225,0.0066908025,0.60257125,0.06282629,0.0064014853,0.01538368
19356,0.004161412,0.0041965107,0.9321641,0.03739003,0.0038813415,0.0038399107,0.0045512524
19357,0.19867556,0.21804197,0.010258783,0.3910019,0.11511215,0.009641114,0.017217206
19358,0.33241016,0.029002858,0.08148829,0.4085134,0.016649287,0.012177239,0.041138005
19359,0.30796763,0.033253297,0.13000529,0.38779527,0.0437625,0.026292808,0.01881728
19360,0.44770193,0.028699117,0.008657391,0.41604963,0.035951875,0.0118373,0.008926354
19361,0.35445723,0.016214155,0.010663517,0.44600734,0.0870674,0.010111938,0.011230559
19362,0.04426451,0.044808652,0.013612974,0.4081467,0.013483919,0.3485657,0.050878245
19363,0.4569572,0.016295997,0.0078978995,0.37195942,0.10005006,0.007884435,0.008427391
19364,0.61046654,0.008551951,0.0075512137,0.31413242,0.020857614,0.0075429147,0.007799445
19365,0.10954901,0.018225241,0.008588219,0.70406073,0.03341694,0.0068022558,0.012001692
19366,0.30485418,0.055773437,0.033183485,0.40967774,0.08709135,0.04590263,0.018485162
19367,0.013697876,0.00948142,0.0060423156,0.11752315,0.009669817,0.81262827,0.0059715933
19368,0.1834363,0.016988814,0.009429825,0.6421938,0.08518064,0.014574073,0.007119763
19369,0.3696403,0.010833103,0.0079104835,0.39587355,0.1768445,0.0079552755,0.008286498
19370,0.3496669,0.018620092,0.026559351,0.2755229,0.26178852,0.008850829,0.02064176
19371,0.5137941,0.0163194,0.022917531,0.32537612,0.06644314,0.009382518,0.011768421
19372,0.0032052146,0.0032974922,0.9571194,0.019918177,0.0030670243,0.003034998,0.0035392889
19373,0.084592044,0.010544729,0.006407335,0.25466707,0.0064326427,0.0064043873,0.6022491
19374,0.351299,0.013641801,0.031258132,0.4849168,0.0120928,0.009074088,0.040685646
19375,0.45197675,0.010489554,0.008117976,0.38083243,0.107660174,0.008088907,0.008495056
19376,0.24001773,0.022013253,0.08768427,0.40217263,0.073083185,0.10460658,0.0132387215
19377,0.32705888,0.01121439,0.008069864,0.26230416,0.025779776,0.00784646,0.31389573
19378,0.5326857,0.01209951,0.008537606,0.3710548,0.024418814,0.008249556,0.00901704
19379,0.15627433,0.022705028,0.009693924,0.28896007,0.19061701,0.009525275,0.26311612
19380,0.18307254,0.054669715,0.010823964,0.3790145,0.25464493,0.0104341125,0.057710182
19381,0.0038171585,0.00433231,0.923037,0.030415103,0.0046583135,0.00365889,0.003931097
19382,0.704938,0.008653975,0.006984063,0.20977649,0.031528372,0.0072782994,0.009770294
19383,0.33366096,0.009688173,0.008513523,0.4175228,0.18392019,0.008257714,0.010197618
19384,0.23467207,0.011343266,0.008403208,0.5581219,0.10985425,0.008296165,0.02278648
19385,0.051502574,0.022758083,0.10918901,0.39155954,0.04614612,0.31747097,0.013782508
19386,0.51152223,0.016306844,0.009433038,0.373757,0.015022406,0.009395915,0.021437062
19387,0.0034331335,0.0035615524,0.9393057,0.03633124,0.003322923,0.0032812937,0.0037423105
19388,0.13222438,0.04971288,0.030649928,0.47351313,0.2138318,0.0100273155,0.038194686
19389,0.049475145,0.03078513,0.006336689,0.20944506,0.6583533,0.006219913,0.011050996
19390,0.32697186,0.0316562,0.021432253,0.33418462,0.22697657,0.009155145,0.015814245
19391,0.3268828,0.02502456,0.050304096,0.44490907,0.037982155,0.021781275,0.0349469
19392,0.3758632,0.025412032,0.02527233,0.3785613,0.12167576,0.012222553,0.02096004
19393,0.0062579717,0.00513393,0.88094264,0.077115625,0.004658555,0.004610057,0.005736099
19394,0.1874989,0.02326607,0.007107262,0.6889981,0.014421608,0.006797765,0.030515075
19395,0.06657818,0.0072727823,0.004527539,0.13102347,0.016076814,0.0045082774,0.7523075
19396,0.19207348,0.052310366,0.01029979,0.4038139,0.1553264,0.01094675,0.14010938
19397,0.14018533,0.12771009,0.023616582,0.4592569,0.13920476,0.01327606,0.040449984
19398,0.3939218,0.0269149,0.05457257,0.32617515,0.07687086,0.011484188,0.041995347
19399,0.08124032,0.01726178,0.01045284,0.64511365,0.16450626,0.006987522,0.007857031
19400,0.64877266,0.00888067,0.0074245613,0.24499969,0.030312462,0.0073907967,0.017513338
19401,0.22482389,0.021733487,0.0925843,0.5381952,0.0105203055,0.02596678,0.022602592
19402,0.43820667,0.014761668,0.009124227,0.43104592,0.009157959,0.013767876,0.022706984
19403,0.21108277,0.09174776,0.011705572,0.4657968,0.103470005,0.009001445,0.012605115
19404,0.13026302,0.08902536,0.10540735,0.45620233,0.14172047,0.023420926,0.0106221195
19405,0.38843504,0.014835662,0.06292444,0.4142773,0.044471476,0.010455914,0.0124112
19406,0.1553142,0.012918494,0.008594094,0.51291996,0.26051977,0.0085573075,0.010371581
19407,0.2264323,0.010238374,0.00810129,0.5071781,0.20291914,0.008066821,0.009015038
19408,0.0033547836,0.003497202,0.9511509,0.024776228,0.0032140368,0.0031797308,0.003707593
19409,0.54328156,0.013052744,0.026176115,0.28903034,0.06746292,0.00942082,0.01705729
19410,0.011695535,0.013075225,0.006235917,0.13544923,0.011284499,0.7942106,0.005980309
19411,0.062504,0.007833381,0.0049852603,0.14415914,0.020440316,0.0047258884,0.7151483
19412,0.0033954259,0.0088663,0.934696,0.026680866,0.00651382,0.0031830405,0.0033904915
19413,0.36677483,0.022142008,0.009803574,0.4327126,0.09851695,0.010133726,0.020054566
19414,0.0031607365,0.0038284985,0.95078504,0.018805338,0.0036260148,0.0030783187,0.0032766985
19415,0.511522,0.017461747,0.035264246,0.30264488,0.06637457,0.0179473,0.012229932
19416,0.0718746,0.034129206,0.014552859,0.6204398,0.038202696,0.10086301,0.035984673
19417,0.43483803,0.012907859,0.008570853,0.43721458,0.012465844,0.008336615,0.027242478
19418,0.39291525,0.059502587,0.009728892,0.39284977,0.06834514,0.009932725,0.02513718
19419,0.11080168,0.025990075,0.007738455,0.2664412,0.0073787784,0.40340203,0.024042495
19420,0.23602529,0.016512204,0.0410996,0.5920431,0.008886679,0.012442007,0.017213235
19421,0.064561166,0.012734786,0.0065288716,0.17454775,0.0073191854,0.683896,0.010985921
19422,0.14954418,0.019244324,0.07155078,0.6326908,0.009200466,0.025826573,0.013199373
19423,0.42179644,0.019210108,0.030679932,0.4349002,0.01003684,0.009134239,0.025398027
19424,0.0036075995,0.0035978076,0.9417586,0.03303084,0.003339045,0.0032972153,0.0038358958
19425,0.24490348,0.015315631,0.00842635,0.32788196,0.3596338,0.008463219,0.008665451
19426,0.37507463,0.016589442,0.08269241,0.381184,0.009470802,0.012374978,0.060871743
19427,0.0034772845,0.0039142794,0.9284298,0.042380698,0.003407037,0.0033431246,0.0036362978
19428,0.19452521,0.016614934,0.1318292,0.49995375,0.0087384945,0.015125412,0.041236166
19429,0.10300682,0.025836235,0.1801878,0.5184361,0.010541171,0.03197158,0.04105902
19430,0.39162144,0.017740352,0.007044952,0.25760278,0.29179052,0.006978128,0.0073850034
19431,0.35272002,0.01405773,0.006727648,0.5600522,0.0071070124,0.010842828,0.0078667225
19432,0.35731396,0.010347937,0.007439032,0.21898505,0.047194164,0.007997986,0.32172963
19433,0.5955092,0.015025913,0.0064670267,0.15942644,0.18726684,0.0077808034,0.006622427
19434,0.18609695,0.013981312,0.0091736205,0.28199387,0.03722599,0.42566666,0.009146772
19435,0.41899472,0.010125451,0.008007987,0.3212818,0.19848275,0.007973917,0.008522823
19436,0.0034473764,0.0038384264,0.94207215,0.029194396,0.0038272284,0.0033175945,0.0036730743
19437,0.33037978,0.042063512,0.01003774,0.4079509,0.15496714,0.009797072,0.009948391
19438,0.52577066,0.01558088,0.0081977295,0.32971093,0.008458768,0.008347918,0.054562997
19439,0.39326274,0.014706279,0.01820496,0.4430795,0.010227441,0.011503825,0.04076853
19440,0.3248793,0.020245966,0.02287499,0.31954,0.23024894,0.009902133,0.021741398
19441,0.19795395,0.05418517,0.026967878,0.5081929,0.11033206,0.011420103,0.037544277
19442,0.45364267,0.03458838,0.012835055,0.35178685,0.0523641,0.009750767,0.013195215
19443,0.0054763947,0.005754289,0.8480259,0.09997625,0.006183978,0.005018712,0.012038701
19444,0.49112302,0.013389483,0.00882948,0.40239117,0.03321967,0.014050749,0.0090291165
19445,0.124084316,0.08375988,0.013910027,0.38507637,0.058346964,0.010024213,0.26178923
19446,0.0033903355,0.003507286,0.9430164,0.032826126,0.0032428866,0.0032082724,0.0036557617
19447,0.09167681,0.013957161,0.005855483,0.1816596,0.043784488,0.005853395,0.6326404
19448,0.33169433,0.025843652,0.010704099,0.41626033,0.1394247,0.010253112,0.02058396
19449,0.57640797,0.01776659,0.007412682,0.31824505,0.036455926,0.0076578385,0.0077774897
19450,0.12362646,0.007967145,0.0059379884,0.20423256,0.055076435,0.0059127263,0.57196647
19451,0.23312978,0.028212229,0.037859567,0.60674596,0.019841611,0.008855768,0.012517059
19452,0.59826106,0.010393893,0.0078102364,0.30939782,0.026524346,0.008316272,0.00931512
19453,0.485499,0.015183336,0.007375246,0.37344787,0.07982732,0.007351118,0.007579312
19454,0.12050624,0.040050704,0.027948301,0.46521816,0.15995246,0.011700328,0.08845794
19455,0.44913977,0.039668486,0.009591695,0.3478162,0.08839295,0.011777687,0.015278723
19456,0.40573815,0.013823637,0.034439072,0.44807693,0.009601941,0.009738082,0.023674926
19457,0.5739486,0.013864867,0.0076207668,0.2852701,0.07419279,0.007845153,0.008084792
19458,0.47607738,0.015886106,0.03871699,0.37047628,0.023247574,0.008779461,0.029464327
19459,0.18836163,0.03798839,0.07876909,0.5656841,0.022706999,0.017382985,0.034153152
19460,0.071852565,0.008454502,0.01203194,0.14364785,0.015659625,0.006727284,0.70719177
19461,0.0034278885,0.0038453501,0.9412277,0.030219782,0.0038150377,0.0033020054,0.003535115
19462,0.37456417,0.013640804,0.029270422,0.49567908,0.008409107,0.008440683,0.015836766
19463,0.0065075164,0.00516111,0.89996123,0.05762478,0.004710349,0.0046611647,0.0055410615
19464,0.0037643104,0.003496129,0.9525432,0.022328036,0.0032687355,0.0032210185,0.0037256142
19465,0.6767231,0.010401541,0.007535581,0.22367243,0.033348847,0.007845938,0.012837325
19466,0.14016017,0.026988152,0.008277511,0.4181849,0.3474162,0.007822322,0.008332096
19467,0.004076182,0.0046478487,0.91147333,0.056339327,0.0040190993,0.003907734,0.004665201
19468,0.24039447,0.04916146,0.008812126,0.5915996,0.026663853,0.013896105,0.009048115
19469,0.4615643,0.02390877,0.008728808,0.37089863,0.05344437,0.010701452,0.027848806
19470,0.014116265,0.02785663,0.63890374,0.14005804,0.087170765,0.009781479,0.013520123
19471,0.4886696,0.009943443,0.0077971746,0.41402352,0.007875134,0.0078072534,0.020165447
19472,0.4345153,0.024491593,0.030641729,0.43018565,0.010349304,0.008534161,0.016330266
19473,0.12624717,0.099251516,0.1491008,0.4438709,0.032982994,0.012133325,0.023132265
19474,0.5830402,0.015228372,0.029856132,0.2587523,0.057585586,0.009199334,0.012843181
19475,0.010919759,0.011071018,0.8169219,0.07101054,0.044985335,0.0065267417,0.006933258
19476,0.0039436873,0.0042996285,0.91404843,0.05234328,0.0038635535,0.0037564987,0.0041079293
19477,0.064199574,0.037582472,0.0082348455,0.2739239,0.56744754,0.007851939,0.010531917
19478,0.38330913,0.050880864,0.027509306,0.31177333,0.13444604,0.010183887,0.04073252
19479,0.09510799,0.010406992,0.006511766,0.2028121,0.068821326,0.0076696486,0.5767895
19480,0.560544,0.014019659,0.008609565,0.28113756,0.07714025,0.008595544,0.02065642
19481,0.24955441,0.029668976,0.014256187,0.46283287,0.027663922,0.050261308,0.103679284
19482,0.16133994,0.012437736,0.24600396,0.40515214,0.008892872,0.00873551,0.10805427
19483,0.14558096,0.044469304,0.00781732,0.19993182,0.14416064,0.006764184,0.4130457
19484,0.004473542,0.004756015,0.90634125,0.05188082,0.004590394,0.004471294,0.004451119
19485,0.36961427,0.043660283,0.024139913,0.32259518,0.15589216,0.009921819,0.016335478
19486,0.0983515,0.13766117,0.01108387,0.27330533,0.34018475,0.00945104,0.05666859
19487,0.010821054,0.0068960767,0.003909191,0.07489829,0.008785436,0.87442523,0.004889899
19488,0.28034845,0.019115845,0.009454726,0.40009832,0.24017617,0.009311984,0.009528717
19489,0.0038849434,0.004305148,0.92241675,0.046150424,0.003885403,0.003783643,0.003986649
19490,0.4005111,0.011883659,0.008019172,0.3143693,0.008933092,0.009334955,0.2048622
19491,0.0061537893,0.006784405,0.8855548,0.041058663,0.027460743,0.004871241,0.0051693004
19492,0.0033986566,0.00372875,0.9430329,0.026641874,0.0034286315,0.0032679418,0.0034443543
19493,0.5739768,0.01234214,0.007240194,0.33346978,0.032461148,0.009429247,0.008762816
19494,0.50857997,0.01264747,0.008299161,0.40504998,0.008691783,0.008346388,0.008813053
19495,0.491217,0.010074669,0.007448088,0.4228272,0.012144376,0.007989596,0.007747867
19496,0.5103883,0.014691187,0.0249242,0.30200353,0.064320445,0.009366895,0.022254502
19497,0.30790225,0.016352255,0.07239255,0.5164829,0.012835216,0.010484848,0.010875927
19498,0.17408663,0.010785701,0.005719803,0.18009472,0.06368876,0.00569532,0.53973347
19499,0.31768844,0.025309086,0.042425837,0.48307362,0.058042295,0.020110486,0.012859714
19500,0.22034326,0.035157606,0.009320527,0.33184636,0.34413463,0.0091822455,0.009550037
19501,0.004304132,0.0039330255,0.92828745,0.042049162,0.0036438718,0.003598127,0.0041234186
19502,0.28239274,0.027027706,0.009162217,0.39879435,0.18873243,0.008782625,0.009184951
19503,0.24676818,0.013578208,0.049427904,0.5985972,0.008850414,0.011361323,0.028218769
19504,0.12632789,0.05654031,0.008763726,0.5707753,0.12655099,0.010983111,0.027351271
19505,0.00390735,0.0040142913,0.92895865,0.040659126,0.0037124779,0.003672852,0.0043798783
19506,0.20172277,0.01622713,0.26266724,0.4034236,0.03178815,0.011989985,0.020615455
19507,0.091215365,0.3929247,0.017322196,0.3419938,0.10257962,0.008402597,0.012387983
19508,0.3816168,0.010666319,0.008428083,0.5312654,0.014012378,0.0085846,0.008825469
19509,0.4476968,0.012346963,0.009289152,0.39247307,0.08583569,0.009306839,0.0101192305
19510,0.22098549,0.018557066,0.08970536,0.55476034,0.014866855,0.011832634,0.0148992445
19511,0.20361307,0.014318686,0.012197108,0.19656691,0.053579524,0.0071968157,0.46775898
19512,0.27959222,0.012015866,0.010912116,0.49555656,0.15563695,0.008643632,0.010185085
19513,0.5452042,0.009287969,0.0071457657,0.3835962,0.009091232,0.0073043164,0.007493399
19514,0.4027181,0.016008358,0.019737639,0.32454157,0.184334,0.008512031,0.015154335
19515,0.18313955,0.019754125,0.06109246,0.5815069,0.009617987,0.029938105,0.02732726
19516,0.11809183,0.019259017,0.007897533,0.21255554,0.02048433,0.57756615,0.0097113345
19517,0.005344501,0.0052709486,0.85768306,0.09548081,0.0047073564,0.0057012034,0.007907845
19518,0.06699764,0.017255876,0.0066774525,0.22798689,0.01760809,0.006927492,0.6290919
19519,0.0036010547,0.0040528276,0.9425488,0.023156451,0.004287372,0.003477779,0.003682165
19520,0.5910535,0.008617321,0.0073296595,0.31191966,0.0074518295,0.007298285,0.01603173
19521,0.011461476,0.006942438,0.0036224904,0.08752747,0.006396808,0.86303854,0.0051094103
